year,doy,time,precip
2005,248,2200,0
2005,248,2230,0
2005,248,2300,0
2005,248,2330,0
2005,249,0,0
2005,249,30,0
2005,249,100,0
2005,249,130,0
2005,249,200,0
2005,249,230,0
2005,249,300,0
2005,249,330,0
2005,249,400,0
2005,249,430,0
2005,249,500,0
2005,249,530,0
2005,249,600,0
2005,249,630,0
2005,249,700,0
2005,249,730,0
2005,249,800,0
2005,249,830,0
2005,249,900,0
2005,249,930,1.6
2005,249,1000,0
2005,249,1030,0
2005,249,1100,0
2005,249,1130,0
2005,249,1200,0
2005,249,1230,0
2005,249,1300,0
2005,249,1330,0
2005,249,1400,0
2005,249,1430,0
2005,249,1500,0
2005,249,1530,0
2005,249,1600,0
2005,249,1630,0
2005,249,1700,0
2005,249,1730,0
2005,249,1800,0
2005,249,1830,0
2005,249,1900,0
2005,249,1930,0
2005,249,2000,0
2005,249,2030,0
2005,249,2100,0
2005,249,2130,0
2005,249,2200,0
2005,249,2230,0
2005,249,2300,0
2005,249,2330,0
2005,250,0,0
2005,250,30,0
2005,250,100,0
2005,250,130,0
2005,250,200,0
2005,250,230,0
2005,250,300,0
2005,250,330,0
2005,250,400,0
2005,250,430,0
2005,250,500,0
2005,250,530,0
2005,250,600,0
2005,250,630,0
2005,250,700,0
2005,250,730,0
2005,250,800,0
2005,250,830,0
2005,250,900,0
2005,250,930,0
2005,250,1000,0
2005,250,1030,0
2005,250,1100,0
2005,250,1130,0
2005,250,1200,0
2005,250,1230,0
2005,250,1300,0
2005,250,1330,0
2005,250,1400,0
2005,250,1430,0
2005,250,1500,0
2005,250,1530,0
2005,250,1600,0
2005,250,1630,0
2005,250,1700,0
2005,250,1730,0
2005,250,1800,0
2005,250,1830,0
2005,250,1900,0
2005,250,1930,0
2005,250,2000,0
2005,250,2030,0
2005,250,2100,0
2005,250,2130,0
2005,250,2200,0
2005,250,2230,0
2005,250,2300,0
2005,250,2330,0
2005,251,0,0
2005,251,30,0
2005,251,100,0
2005,251,130,0
2005,251,200,0
2005,251,230,0
2005,251,300,0
2005,251,330,0
2005,251,400,0
2005,251,430,0
2005,251,500,0
2005,251,530,0
2005,251,600,0
2005,251,630,0
2005,251,700,0
2005,251,730,0
2005,251,800,0
2005,251,830,0
2005,251,900,0
2005,251,930,0
2005,251,1000,0
2005,251,1030,0
2005,251,1100,0
2005,251,1130,4.7
2005,251,1200,4.7
2005,251,1230,0.3
2005,251,1300,0.4
2005,251,1330,0.3
2005,251,1400,0.4
2005,251,1430,0
2005,251,1500,1.1
2005,251,1530,1.6
2005,251,1600,1.1
2005,251,1630,0.6
2005,251,1700,1.5
2005,251,1730,0.5
2005,251,1800,0.7
2005,251,1830,0.7
2005,251,1900,0.6
2005,251,1930,0.6
2005,251,2000,0.4
2005,251,2030,0
2005,251,2100,0
2005,251,2130,0
2005,251,2200,0
2005,251,2230,0
2005,251,2300,0
2005,251,2330,0.1
2005,252,0,0
2005,252,30,0
2005,252,100,0
2005,252,130,0
2005,252,200,0
2005,252,230,0
2005,252,300,0
2005,252,330,0
2005,252,400,0
2005,252,430,0.1
2005,252,500,0.5
2005,252,530,0
2005,252,600,0
2005,252,630,0
2005,252,700,0
2005,252,730,0
2005,252,800,0.1
2005,252,830,0
2005,252,900,0
2005,252,930,0
2005,252,1000,0
2005,252,1030,0
2005,252,1100,0
2005,252,1130,0
2005,252,1200,0
2005,252,1230,0
2005,252,1300,0
2005,252,1330,0
2005,252,1400,0
2005,252,1430,0
2005,252,1500,0
2005,252,1530,0
2005,252,1600,0
2005,252,1630,0
2005,252,1700,0
2005,252,1730,0
2005,252,1800,0
2005,252,1830,0
2005,252,1900,0
2005,252,1930,0
2005,252,2000,0
2005,252,2030,0
2005,252,2100,0
2005,252,2130,0
2005,252,2200,0
2005,252,2230,0
2005,252,2300,0
2005,252,2330,0
2005,253,0,0
2005,253,30,0
2005,253,100,0
2005,253,130,0
2005,253,200,0
2005,253,230,0
2005,253,300,0
2005,253,330,0
2005,253,400,0
2005,253,430,0
2005,253,500,0
2005,253,530,0
2005,253,600,0
2005,253,630,0
2005,253,700,0
2005,253,730,0
2005,253,800,0
2005,253,830,0
2005,253,900,0
2005,253,930,0
2005,253,1000,0
2005,253,1030,0
2005,253,1100,0
2005,253,1130,0
2005,253,1200,0
2005,253,1230,0
2005,253,1300,0
2005,253,1330,0
2005,253,1400,0
2005,253,1430,0
2005,253,1500,0
2005,253,1530,0
2005,253,1600,0
2005,253,1630,0
2005,253,1700,0
2005,253,1730,0
2005,253,1800,0
2005,253,1830,0
2005,253,1900,0
2005,253,1930,0
2005,253,2000,0
2005,253,2030,0
2005,253,2100,0
2005,253,2130,0
2005,253,2200,0
2005,253,2230,0
2005,253,2300,0
2005,253,2330,0
2005,254,0,0
2005,254,30,0
2005,254,100,0
2005,254,130,0
2005,254,200,0
2005,254,230,0
2005,254,300,0
2005,254,330,0
2005,254,400,0
2005,254,430,0
2005,254,500,0
2005,254,530,0
2005,254,600,0
2005,254,630,0
2005,254,700,0
2005,254,730,0
2005,254,800,0
2005,254,830,0
2005,254,900,0
2005,254,930,0
2005,254,1000,0
2005,254,1030,0
2005,254,1100,0
2005,254,1130,0
2005,254,1200,0
2005,254,1230,0
2005,254,1300,0
2005,254,1330,0
2005,254,1400,0
2005,254,1430,0
2005,254,1500,0
2005,254,1530,0
2005,254,1600,0
2005,254,1630,0
2005,254,1700,0
2005,254,1730,0
2005,254,1800,0
2005,254,1830,0
2005,254,1900,0
2005,254,1930,0
2005,254,2000,0
2005,254,2030,0
2005,254,2100,0
2005,254,2130,0
2005,254,2200,0
2005,254,2230,0
2005,254,2300,0
2005,254,2330,0
2005,255,0,0
2005,255,30,0
2005,255,100,0
2005,255,130,0
2005,255,200,0
2005,255,230,0
2005,255,300,0
2005,255,330,0
2005,255,400,0
2005,255,430,0
2005,255,500,0
2005,255,530,0
2005,255,600,0
2005,255,630,0
2005,255,700,0
2005,255,730,0
2005,255,800,0
2005,255,830,0
2005,255,900,0
2005,255,930,0
2005,255,1000,0
2005,255,1030,0
2005,255,1100,0
2005,255,1130,0
2005,255,1200,0
2005,255,1230,0
2005,255,1300,0
2005,255,1330,0
2005,255,1400,0
2005,255,1430,0
2005,255,1500,0
2005,255,1530,0
2005,255,1600,0
2005,255,1630,0
2005,255,1700,0
2005,255,1730,0
2005,255,1800,0
2005,255,1830,0
2005,255,1900,0
2005,255,1930,0
2005,255,2000,0
2005,255,2030,0
2005,255,2100,0
2005,255,2130,0
2005,255,2200,0
2005,255,2230,0
2005,255,2300,0
2005,255,2330,0
2005,256,0,0
2005,256,30,0
2005,256,100,0
2005,256,130,0
2005,256,200,0
2005,256,230,0
2005,256,300,0
2005,256,330,0
2005,256,400,0
2005,256,430,0
2005,256,500,0
2005,256,530,0
2005,256,600,0
2005,256,630,0
2005,256,700,0
2005,256,730,0
2005,256,800,0
2005,256,830,0
2005,256,900,0
2005,256,930,0
2005,256,1000,0
2005,256,1030,0
2005,256,1100,0
2005,256,1130,0
2005,256,1200,0
2005,256,1230,0
2005,256,1300,0
2005,256,1330,0
2005,256,1400,0
2005,256,1430,0
2005,256,1500,0
2005,256,1530,0
2005,256,1600,0
2005,256,1630,0
2005,256,1700,0
2005,256,1730,0
2005,256,1800,0
2005,256,1830,0
2005,256,1900,0
2005,256,1930,0
2005,256,2000,0
2005,256,2030,0
2005,256,2100,0
2005,256,2130,0
2005,256,2200,0
2005,256,2230,0
2005,256,2300,0
2005,256,2330,0
2005,257,0,0
2005,257,30,0
2005,257,100,0
2005,257,130,0
2005,257,200,0
2005,257,230,0
2005,257,300,0
2005,257,330,0
2005,257,400,0
2005,257,430,0
2005,257,500,0
2005,257,530,0
2005,257,600,0
2005,257,630,0
2005,257,700,0
2005,257,730,0
2005,257,800,0
2005,257,830,0
2005,257,900,0
2005,257,930,0
2005,257,1000,0
2005,257,1030,0
2005,257,1100,0
2005,257,1130,0
2005,257,1200,0
2005,257,1230,0
2005,257,1300,0
2005,257,1330,0
2005,257,1400,0
2005,257,1430,0
2005,257,1500,0
2005,257,1530,0
2005,257,1600,0
2005,257,1630,0
2005,257,1700,0
2005,257,1730,0
2005,257,1800,0
2005,257,1830,0
2005,257,1900,0
2005,257,1930,0
2005,257,2000,0
2005,257,2030,0
2005,257,2100,0
2005,257,2130,0
2005,257,2200,0
2005,257,2230,0
2005,257,2300,0
2005,257,2330,0
2005,258,0,0
2005,258,30,0
2005,258,100,0
2005,258,130,0
2005,258,200,0
2005,258,230,0
2005,258,300,0
2005,258,330,0
2005,258,400,0
2005,258,430,0
2005,258,500,0
2005,258,530,0
2005,258,600,0
2005,258,630,0
2005,258,700,0
2005,258,730,0
2005,258,800,0
2005,258,830,0
2005,258,900,0
2005,258,930,0
2005,258,1000,0
2005,258,1030,0
2005,258,1100,0
2005,258,1130,0
2005,258,1200,0
2005,258,1230,0
2005,258,1300,0
2005,258,1330,0
2005,258,1400,0
2005,258,1430,0
2005,258,1500,0
2005,258,1530,0
2005,258,1600,0
2005,258,1630,0
2005,258,1700,0
2005,258,1730,0
2005,258,1800,0
2005,258,1830,0
2005,258,1900,0
2005,258,1930,0
2005,258,2000,0
2005,258,2030,0
2005,258,2100,0
2005,258,2130,0
2005,258,2200,0
2005,258,2230,0
2005,258,2300,0
2005,258,2330,0
2005,259,0,0
2005,259,30,0
2005,259,100,0
2005,259,130,0
2005,259,200,0
2005,259,230,0
2005,259,300,0
2005,259,330,0
2005,259,400,0
2005,259,430,0
2005,259,500,0
2005,259,530,0
2005,259,600,0
2005,259,630,0
2005,259,700,0
2005,259,730,0
2005,259,800,0
2005,259,830,0
2004,132,930,0
2004,132,1000,0
2004,132,1030,0
2004,132,1100,0
2004,132,1130,0
2004,132,1200,0
2004,132,1230,0
2004,132,1300,0
2004,132,1330,0
2004,132,1400,0
2004,132,1430,0
2004,132,1500,0
2004,132,1530,0
2004,132,1600,0
2004,132,1630,0
2004,132,1700,0
2004,132,1730,0
2004,132,1800,0
2004,132,1830,0
2004,132,1900,0
2004,132,1930,0
2004,132,2000,0
2004,132,2030,0
2004,132,2100,0
2004,132,2130,0
2004,132,2200,0
2004,132,2230,0
2004,132,2300,0
2004,132,2330,0
2004,133,0,0
2004,133,30,0
2004,133,100,0
2004,133,130,0
2004,133,200,0
2004,133,230,0
2004,133,300,0
2004,133,330,0
2004,133,400,0
2004,133,430,0
2004,133,500,0
2004,133,530,0
2004,133,600,0
2004,133,630,0
2004,133,700,0
2004,133,730,0
2004,133,800,0
2004,133,830,0
2004,133,900,0
2004,133,930,0
2004,133,1000,0
2004,133,1030,0
2004,133,1100,0
2004,133,1130,0
2004,133,1200,0
2004,133,1230,0
2004,133,1300,0
2004,133,1330,0
2004,133,1400,0
2004,133,1430,0
2004,133,1500,0
2004,133,1530,0
2004,133,1600,0
2004,133,1630,0
2004,133,1700,0
2004,133,1730,0
2004,133,1800,0
2004,133,1830,0
2004,133,1900,0
2004,133,1930,0
2004,133,2000,0
2004,133,2030,0
2004,133,2100,0
2004,133,2130,0
2004,133,2200,0
2004,133,2230,0
2004,133,2300,0
2004,133,2330,0
2004,134,0,0.1
2004,134,30,0
2004,134,100,0
2004,134,130,0
2004,134,200,0
2004,134,230,0
2004,134,300,0
2004,134,330,0
2004,134,400,0
2004,134,430,0
2004,134,500,0
2004,134,530,0
2004,134,600,0
2004,134,630,0
2004,134,700,0.1
2004,134,730,0.2
2004,134,800,0.5
2004,134,830,0.2
2004,134,900,0.8
2004,134,930,0.3
2004,134,1000,0.4
2004,134,1030,0.9
2004,134,1100,1.2
2004,134,1130,0.1
2004,134,1200,0.4
2004,134,1230,0.1
2004,134,1300,0.1
2004,134,1330,0
2004,134,1400,0
2004,134,1430,0
2004,134,1500,0.1
2004,134,1530,0
2004,134,1600,0.1
2004,134,1630,1
2004,134,1700,5
2004,134,1730,0
2004,134,1800,0
2004,134,1830,0
2004,134,1900,0
2004,134,1930,0
2004,134,2000,0
2004,134,2030,0
2004,134,2100,0
2004,134,2130,0
2004,134,2200,0
2004,134,2230,0
2004,134,2300,0
2004,134,2330,0
2004,135,0,0
2004,135,30,0
2004,135,100,0
2004,135,130,0
2004,135,200,1.3
2004,135,230,1.9
2004,135,300,0.3
2004,135,330,0
2004,135,400,0
2004,135,430,0
2004,135,500,0
2004,135,530,0
2004,135,600,0
2004,135,630,0
2004,135,700,0
2004,135,730,0
2004,135,800,0
2004,135,830,0
2004,135,900,0
2004,135,930,0
2004,135,1000,0
2004,135,1030,0
2004,135,1100,0
2004,135,1130,0
2004,135,1200,0
2004,135,1230,0
2004,135,1300,0
2004,135,1330,0
2004,135,1400,0
2004,135,1430,0
2004,135,1500,0
2004,135,1530,0
2004,135,1600,0
2004,135,1630,0
2004,135,1700,0
2004,135,1730,0
2004,135,1800,0
2004,135,1830,0
2004,135,1900,0
2004,135,1930,0
2004,135,2000,0
2004,135,2030,0
2004,135,2100,0
2004,135,2130,0
2004,135,2200,0
2004,135,2230,0
2004,135,2300,0
2004,135,2330,0
2004,136,0,0
2004,136,30,0
2004,136,100,0
2004,136,130,0
2004,136,200,0
2004,136,230,0
2004,136,300,0
2004,136,330,0
2004,136,400,0
2004,136,430,0
2004,136,500,0
2004,136,530,0
2004,136,600,0
2004,136,630,0
2004,136,700,0
2004,136,730,0
2004,136,800,0
2004,136,830,0
2004,136,900,0
2004,136,930,0
2004,136,1000,0
2004,136,1030,0
2004,136,1100,0
2004,136,1130,0
2004,136,1200,0
2004,136,1230,0
2004,136,1300,0
2004,136,1330,0.1
2004,136,1400,0
2004,136,1430,0
2004,136,1500,0.1
2004,136,1530,0
2004,136,1600,0
2004,136,1630,0
2004,136,1700,0
2004,136,1730,0
2004,136,1800,0
2004,136,1830,0
2004,136,1900,0
2004,136,1930,0
2004,136,2000,0
2004,136,2030,0
2004,136,2100,0
2004,136,2130,0
2004,136,2200,0
2004,136,2230,0
2004,136,2300,0
2004,136,2330,0
2004,137,0,0
2004,137,30,0
2004,137,100,0
2004,137,130,0
2004,137,200,0
2004,137,230,0
2004,137,300,0
2004,137,330,0
2004,137,400,0
2004,137,430,0
2004,137,500,0
2004,137,530,0
2004,137,600,0
2004,137,630,0
2004,137,700,0
2004,137,730,0
2004,137,800,0
2004,137,830,0
2004,137,900,0
2004,137,930,0
2004,137,1000,0
2004,137,1030,0
2004,137,1100,0
2004,137,1130,0
2004,137,1200,0
2004,137,1230,0
2004,137,1300,0
2004,137,1330,0
2004,137,1400,0
2004,137,1430,0
2004,137,1500,0
2004,137,1530,0
2004,137,1600,0
2004,137,1630,0
2004,137,1700,0
2004,137,1730,0
2004,137,1800,0
2004,137,1830,0
2004,137,1900,0
2004,137,1930,0
2004,137,2000,0
2004,137,2030,0
2004,137,2100,0
2004,137,2130,0
2004,137,2200,0
2004,137,2230,0
2004,137,2300,0
2004,137,2330,0
2004,138,0,0
2004,138,30,0
2004,138,100,0
2004,138,130,0
2004,138,200,0
2004,138,230,0
2004,138,300,0
2004,138,330,0
2004,138,400,0
2004,138,430,0
2004,138,500,0
2004,138,530,0
2004,138,600,0
2004,138,630,0
2004,138,700,0
2004,138,730,0
2004,138,800,0
2004,138,830,0
2004,138,900,0
2004,138,930,0
2004,138,1000,0
2004,138,1030,0
2004,138,1100,0
2004,138,1130,0
2004,138,1200,0
2004,138,1230,0
2004,138,1300,0
2004,138,1330,0
2004,138,1400,0
2004,138,1430,0
2004,138,1500,0
2004,138,1530,0
2004,138,1600,0
2004,138,1630,0
2004,138,1700,0
2004,138,1730,0
2004,138,1800,0
2004,138,1830,0
2004,138,1900,0
2004,138,1930,0
2004,138,2000,0
2004,138,2030,0
2004,138,2100,0
2004,138,2130,0
2004,138,2200,0
2004,138,2230,0
2004,138,2300,0
2004,138,2330,0
2004,139,0,0
2004,139,30,0
2004,139,100,0
2004,139,130,0
2004,139,200,0
2004,139,230,0
2004,139,300,0
2004,139,330,0
2004,139,400,0
2004,139,430,0
2004,139,500,0
2004,139,530,0
2004,139,600,0
2004,139,630,0
2004,139,700,0
2004,139,730,0
2004,139,800,0
2004,139,830,0
2004,139,900,0
2004,139,930,0
2004,139,1000,0
2004,139,1030,0
2004,139,1100,0
2004,139,1130,0
2004,139,1200,0
2004,139,1230,0
2004,139,1300,0
2004,139,1330,0
2004,139,1400,0.4
2004,139,1430,0
2004,139,1500,0
2004,139,1530,3.4
2004,139,1600,4.3
2004,139,1630,0
2004,139,1700,0
2004,139,1730,0
2004,139,1800,0
2004,139,1830,0
2004,139,1900,0
2004,139,1930,0
2004,139,2000,0
2004,139,2030,0
2004,139,2100,0.1
2004,139,2130,0
2004,139,2200,0
2004,139,2230,0
2004,139,2300,0
2004,139,2330,0
2004,140,0,0
2004,140,30,0
2004,140,100,0
2004,140,130,0
2004,140,200,0
2004,140,230,0
2004,140,300,0
2004,140,330,0
2004,140,400,0
2004,140,430,0
2004,140,500,0
2004,140,530,0
2004,140,600,0
2004,140,630,0
2004,140,700,0
2004,140,730,0
2004,140,800,0
2004,140,830,0
2004,140,900,0
2004,140,930,0
2004,140,1000,0
2004,140,1030,0
2004,140,1100,0
2004,140,1130,0
2004,140,1200,0
2004,140,1230,0
2004,140,1300,0
2004,140,1330,0
2004,140,1400,0
2004,140,1430,0
2004,140,1500,0
2004,140,1530,0
2004,140,1600,0
2004,140,1630,0
2004,140,1700,0
2004,140,1730,0
2004,140,1800,0
2004,140,1830,0
2004,140,1900,0
2004,140,1930,0
2004,140,2000,0
2004,140,2030,0
2004,140,2100,0
2004,140,2130,0
2004,140,2200,0
2004,140,2230,0
2004,140,2300,0
2004,140,2330,0
2004,141,0,0
2004,141,30,0
2004,141,100,0
2004,141,130,0
2004,141,200,0
2004,141,230,0
2004,141,300,0
2004,141,330,0
2004,141,400,0
2004,141,430,0
2004,141,500,0
2004,141,530,0
2004,141,600,0
2004,141,630,0
2004,141,700,0
2004,141,730,0
2004,141,800,0
2004,141,830,0
2004,141,900,0
2004,141,930,0
2004,141,1000,0
2004,141,1030,0
2004,141,1100,0
2004,141,1130,0
2004,141,1200,0
2004,141,1230,0
2004,141,1300,0
2004,141,1330,0
2004,141,1400,0
2004,141,1430,0
2004,141,1500,0
2004,141,1530,0
2004,141,1600,0
2004,141,1630,0
2004,141,1700,0
2004,141,1730,0
2004,141,1800,0
2004,141,1830,0
2004,141,1900,0
2004,141,1930,0
2004,141,2000,0
2004,141,2030,0.2
2004,141,2100,0
2004,141,2130,0
2004,141,2200,0
2004,141,2230,0
2004,141,2300,0
2004,141,2330,0
2004,142,0,0
2004,142,30,0
2004,142,100,0.7
2004,142,130,0
2004,142,200,0
2004,142,230,0
2004,142,300,0
2004,142,330,0
2004,142,400,0
2004,142,430,0
2004,142,500,0
2004,142,530,0
2004,142,600,0
2004,142,630,0
2004,142,700,0
2004,142,730,0
2004,142,800,0
2004,142,830,0
2004,142,900,0
2004,142,930,0
2004,142,1000,0

