project,experiment,field,plot_code,replicate,size,lat,long,country,topo,samp_depth,clay,slit,sand,org,soil_type,soil_water_g,soil_water_v,soil_moist,soil_pH,soil_dens,crop_res,till_before,source,source_det,bedding,consist,man_treatment,man_treat2,man_treat3,stor_days,man_DM,man_VS,man_TN,man_TAN,man_TIC,man_UA,man_VFA,man_pH,app_start,app_end,app_method,app_rate,app_unit,incorp,incorp_time,man_area,inj_dist,fur_depth,fur_width,crop,crop_height
G2010-20,G2010-20,Lelystad,001,"",1450.56,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",7.4,"","",1.57,"","","",6.9,"","",Open slot injection,27.2308625634238,t/ha,None,"","","","","",grass,
G2010-20,G2010-20,Lelystad,002,"",1191.6,"","",NL,"","","","","","",clay,"",,"","","","","",mineralconcentrate,"","","",None,"","","",4,"","",7.095,"","","",8.2,"","",Open slot injection,11.2453843571668,t/ha,None,"","","","","",grass,
G2010-20,G2010-20,Lelystad,003,"",1425,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",7.4,"","",1.57,"","","",6.9,"","",Open slot injection,22.7368421052632,t/ha,None,"","","","","",grass,
G2010-20,G2010-20,Lelystad,004,"",1302.48,"","",NL,"","","","","","",clay,"",,"","","","","",mineralconcentrate,"","","",None,"","","",4,"","",7.095,"","","",8.2,"","",Open slot injection,10.2112892328481,t/ha,None,"","","","","",grass,
G2010-21,G2010-21,Lelystad,001,"",1396.2,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",6.6,"","",1.55,"","","",6.9,"","",Open slot injection,21.7733849018765,t/ha,None,"","","","","",grass,
G2010-21,G2010-21,Lelystad,002,"",1172.88,"","",NL,"","","","","","",clay,"",,"","","","","",mineralconcentrate,"","","",None,"","","",4.1,"","",7.125,"","","",8.1,"","",Open slot injection,13.215333196917,t/ha,None,"","","","","",grass,
G2010-21,G2010-21,Lelystad,003,"",1425,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",6.6,"","",1.55,"","","",6.9,"","",Open slot injection,22.7368421052632,t/ha,None,"","","","","",grass,
G2010-21,G2010-21,Lelystad,004,"",1128.96,"","",NL,"","","","","","",clay,"",,"","","","","",mineralconcentrate,"","","",None,"","","",4.1,"","",7.125,"","","",8.1,"","",Open slot injection,13.7294501133787,t/ha,None,"","","","","",grass,
G2013-15a,G2013-15a,289-Zegveld,001,"",1635.25,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",None,"","","",8.8,"","",1.93,"","","",7.1,"","",Trailing hose,24.27763338939,t/ha,None,"","","","","",grass,6
G2013-15a,G2013-15a,Zegveld,002,"",1407.6,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",4.7,"","",1.045,"","","",6.9,"","",Trailing hose,36.5160556976414,t/ha,None,"","","","","",grass,6
G2013-15b,G2013-15b,290-Zegveld,003,"",1411.25,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",None,"","","",9,"","",2.085,"","","",7.1,"","",Trailing hose,24.5881310894597,t/ha,None,"","","","","",grass,6
G2013-15b,G2013-15b,Zegveld,004,"",1305.3,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",3.8,"","",0.96,"","","",7,"","",Trailing hose,53.7807400597564,t/ha,None,"","","","","",grass,6
G2013-16a,G2013-16a,291-Kamerik,001,"",1488.25,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",8.6,"","",2.13,"","","",7.1,"","",Trailing hose,23.3831681505123,t/ha,None,"","","","","",grass,8
G2013-16a,G2013-16a,Kamerik,002,"",1471.74,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",4.3,"","",1.05,"","","",7,"","",Trailing hose,38.0501990840774,t/ha,None,"","","","","",grass,8
G2013-16b,G2013-16b,292-Kamerik,003,"",1452,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",8.7,"","",2.095,"","","",7.1,"","",Trailing hose,18.0440771349862,t/ha,None,"","","","","",grass,8.5
G2013-16b,G2013-16b,Kamerik,004,"",1439.4,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",4.5,"","",1.0635,"","","",7.2,"","",Trailing hose,36.9598443796026,t/ha,None,"","","","","",grass,8.5
G2013-24a,G2013-24a,293-Zegveld,001,"",1656.5,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",None,"","","",7.3,"","",1.523,"","","",6.7,"","",Trailing hose,20.1629942650166,t/ha,None,"","","","","",grass,6
G2013-24a,G2013-24a,Zegveld,002,"",1444.2,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",3.4,"","",0.75,"","","",6.7,"","",Trailing hose,36.3523057748234,t/ha,None,"","","","","",grass,6
G2013-24b,G2013-24b,294-Zegveld,003,"",1580.85,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",None,"","","",7.5,"","",1.53,"","","",6.7,"","",Trailing hose,21.5074168959737,t/ha,None,"","","","","",grass,7.5
G2013-24b,G2013-24b,Zegveld,004,"",1468.2,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",3.4,"","",0.751,"","","",6.7,"","",Trailing hose,36.6435090587113,t/ha,None,"","","","","",grass,7.5
G2014-11a,G2014-11a,299-Kamerik,001,"",1770.496,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",9.5,"","",2.24,"","","",7,"","",Trailing hose,26.2073452862927,t/ha,None,"","","","","",grass,7.6
G2014-11a,G2014-11a,Kamerik,002,"",1421.7,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",6,"","",1.39,"","","",7,"","",Trailing hose,26.5878877400295,t/ha,None,"","","","","",grass,9.6
G2014-12a,G2014-12a,300-Kamerik,003,"",1749.54,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",9.1,"","",2.22,"","","",7,"","",Trailing hose,20.6911531031014,t/ha,None,"","","","","",grass,8.8
G2014-12a,G2014-12a,Kamerik,004,"",1430.1,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",5.9,"","",1.44,"","","",7.1,"","",Trailing hose,31.6061813859171,t/ha,None,"","","","","",grass,12.2
G2014-12b,G2014-12b,301-Zegveld,001,"",1722.24,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",None,"","","",5.4,"","",1.7,"","","",7,"","",Trailing hose,21.9481605351171,t/ha,None,"","","","","",grass,5.8
G2014-12b,G2014-12b,Zegveld,002,"",1389.24,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",3.8,"","",1.14,"","","",7.2,"","",Trailing hose,36.9986467421036,t/ha,None,"","","","","",grass,5.2
G2014-13,G2014-13,302-Zegveld,003,"",1748.5,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",None,"","","",5.2,"","",1.62,"","","",7.1,"","",Trailing hose,21.1609951386903,t/ha,None,"","","","","",grass,7.5
G2014-13,G2014-13,Zegveld,004,"",1423.8,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",3.5,"","",1.06,"","","",7.2,"","",Trailing hose,34.9768225874421,t/ha,None,"","","","","",grass,6.6
G2014-17,G2014-17,303-Kamerik,001,"",1769.3,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",9.6,"","",2.21,"","","",7.1,"","",Trailing hose,20.2339908438365,t/ha,None,"","","","","",grass,6.5
G2014-17,G2014-17,Kamerik,002,"",1405.68,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",6.1,"","",1.47,"","","",7.2,"","",Trailing hose,32.8666552842752,t/ha,None,"","","","","",grass,6.5
G2014-18a,G2014-18a,304-Kamerik,003,"",1714.336,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",9.4,"","",2.22,"","","",7,"","",Trailing hose,19.0161088608067,t/ha,None,"","","","","",grass,7.6
G2014-18a,G2014-18a,Kamerik,004,"",1412.64,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",5.8,"","",1.48,"","","",7.3,"","",Trailing hose,31.855249745158,t/ha,None,"","","","","",grass,8
G2014-20,G2014-20,305-Zegveld,001,"",1734.304,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",None,"","","",7.2,"","",1.76,"","","",7.2,"","",Trailing hose,20.5269664372567,t/ha,None,"","","","","",grass,5
G2014-20,G2014-20,Zegveld,002,"",1388.88,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",4.8,"","",1.16,"","","",7.2,"","",Trailing hose,31.8242036749035,t/ha,None,"","","","","",grass,5
G2014-21,G2014-21,306-Zegveld,003,"",1716.676,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",None,"","","",7.2,"","",1.71,"","","",7.2,"","",Trailing hose,18.4076669097721,t/ha,None,"","","","","",grass,6
G2014-21,G2014-21,Zegveld,004,"",1467.48,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",4.5,"","",1.09,"","","",7.3,"","",Trailing hose,26.9850355711832,t/ha,None,"","","","","",grass,6
G2014-18b,G2014-18b,Kamerik,001,"",1412.6,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Acidified,"","","",9.3,"","",2.19,"","","",6,"","",Trailing hose,22.3700976921988,t/ha,None,"","","","","",grass,10.7
G2014-18b,G2014-18b,Kamerik,002,"",1390.2,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Acidified,"","","",9.15,"","",2.155,"","","",6.6,"","",Trailing hose,21.8673572147892,t/ha,None,"","","","","",grass,8.7
G2014-18b,G2014-18b,295-Kamerik,003,"",1350.6,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",9.1,"","",2.155,"","","",7.1,"","",Trailing hose,23.5450910706353,t/ha,None,"","","","","",grass,9.8
G2014-19,G2014-19,Kamerik,001,"",1448.86,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Acidified,"","","",8.57,"","",2,"","","",6.1,"","",Trailing hose,19.8776969479453,t/ha,None,"","","","","",grass,12
G2014-19,G2014-19,Kamerik,002,"",1412.6,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Acidified,"","","",8.43,"","",1.98,"","","",6.6,"","",Trailing hose,19.8216055500496,t/ha,None,"","","","","",grass,11.2
G2014-19,G2014-19,296-Kamerik,003,"",1426.2,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",9,"","",2.11,"","","",7.1,"","",Trailing hose,21.3153835366709,t/ha,None,"","","","","",grass,11.4
G2014-23a,G2014-23a,Kamerik,001,"",1466.5,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Acidified,"","","",8.17,"","",1.93,"","","",6.5,"","",Trailing hose,20.1841118308899,t/ha,None,"","","","","",grass,5.3
G2014-23a,G2014-23a,Kamerik,002,"",1462.51,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Acidified,"","","",7.99,"","",1.9,"","","",7.1,"","",Trailing hose,19.8289242466718,t/ha,None,"","","","","",grass,4.9
G2014-23a,G2014-23a,297-Kamerik,003,"",1415.7,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",8.1,"","",1.89,"","","",7.2,"","",Trailing hose,21.6147488874762,t/ha,None,"","","","","",grass,5.1
G2014-23b,G2014-23b,Kamerik,001,"",1448.79,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Acidified,"","","",8.38,"","",2,"","","",6.5,"","",Trailing hose,20.5688885207656,t/ha,None,"","","","","",grass,5.5
G2014-23b,G2014-23b,Kamerik,002,"",1473.22,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Acidified,"","","",8.27,"","",1.98,"","","",7,"","",Trailing hose,20.3635573777168,t/ha,None,"","","","","",grass,5.7
G2014-23b,G2014-23b,298-Kamerik,003,"",1417.68,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",8.3,"","",2.02,"","","",7.1,"","",Trailing hose,20.8791828903561,t/ha,None,"","","","","",grass,5
G2015-35,G2015-35,Kamerik,001,"",1368,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Irrigated,"","","",5.2,"","",1.4895,"","","",7.5,"","",Broadcast,20.0292397660819,t/ha,None,"","","","","",grass,6.7
G2015-35,G2015-35,Kamerik,002,"",1534.46,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",5.4,"","",1.472,"","","",7.4,"","",Open slot injection,23.7868696479543,t/ha,None,"","","","","",grass,7.5
G2016-13,G2016-13,Kamerik,001,"",1342.02484,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Irrigated,"","","",8.9,"","",2.051,"","","",7.2,"","",Broadcast,17.4363389577797,t/ha,None,"","","","","",grass,4.1
G2016-13,G2016-13,Kamerik,002,"",1308.48,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",8.7,"","",2.082,"","","",7.3,"","",Open slot injection,20.787478601125,t/ha,None,"","","","","",grass,5.4
G2016-26,G2016-26,Kamerik,001,"",1647.061,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Irrigated,"","","",8.8,"","",1.953,"","","",7.4,"","",Broadcast,18.5785468783488,t/ha,None,"","","","","",grass,6.1
G2016-26,G2016-26,Kamerik,002,"",1503.534,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",8.5,"","",1.929,"","","",7.4,"","",Open slot injection,21.6822499524454,t/ha,None,"","","","","",grass,6.4
G2016-26,G2016-26,Kamerik,003,"",1578.963,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",8.6,"","",1.929,"","","",7.4,"","",Open slot injection,21.1531239174066,t/ha,None,"","","","","",grass,6.4
G2016-27,G2016-27,Kamerik,001,"",1498.00875,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Irrigated,"","","",8.6,"","",1.967,"","","",7.2,"","",Broadcast,15.3537153905142,t/ha,None,"","","","","",grass,5.4
G2016-27,G2016-27,Kamerik,002,"",1363.68,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",8.6,"","",1.924,"","","",7.2,"","",Open slot injection,20.6793382611756,t/ha,None,"","","","","",grass,5.1
G2016-34,G2016-34,Kamerik,001,"",1720.355,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Irrigated,"","","",5.5,"","",1.48,"","","",7.4,"","",Broadcast,22.7859947510834,t/ha,None,"","","","","",grass,6.5
G2016-34,G2016-34,Kamerik,002,"",1555.473,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",5.7,"","",1.544,"","","",7.4,"","",Open slot injection,19.8010508700569,t/ha,None,"","","","","",grass,6
G2016-34,G2016-34,Kamerik,003,"",1598.538,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",5.7,"","",1.544,"","","",7.4,"","",Open slot injection,20.2685203604794,t/ha,None,"","","","","",grass,5.8
G2016-14,G2016-14,Zegveld,001,"",1519.248,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",5.6,"","",1.306,"","","",7.3,"","",Trailing hose,35.5439006666456,t/ha,None,"","","","","",grass,4.9
G2016-14,G2016-14,307-Zegveld,002,"",1253.772,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",None,"","","",8.76,"","",2.004,"","","",7.2,"","",Trailing hose,22.8909243466914,t/ha,None,"","","","","",grass,6.3
G2016-14,G2016-14,Zegveld,003,"",1295.268,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",7,"","",1.61,"","","",7.2,"","",Trailing hose,24.2420873518067,t/ha,None,"","","","","",grass,8.5
G2016-20,G2016-20,308-Kamerik,001,"",1445.392,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",9.03,"","",2.172,"","","",7.2,"","",Trailing hose,26.2904457752637,t/ha,None,"","","","","",grass,7.4
G2016-20,G2016-20,Kamerik,002,"",1708.658,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",5.1,"","",1.273,"","","",7.2,"","",Trailing hose,35.3493794545193,t/ha,None,"","","","","",grass,7.7
G2016-20,G2016-20,Kamerik,003,"",1411.8,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",7.1,"","",1.724,"","","",7.1,"","",Trailing hose,20.9661425131038,t/ha,None,"","","","","",grass,7.1
G2016-21,G2016-21,Zegveld,002,"",1325.012,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",7.1,"","",1.309,"","","",7,"","",Trailing hose,23.3205435120588,t/ha,None,"","","","","",grass,6.7
G2016-21,G2016-21,Zegveld,003,"",1387.048,"","",NL,"","","","","","",peat,"",,"","","","","",dairy,"","","",Diluted,"","","",5.7,"","",1.103,"","","",7.1,"","",Trailing hose,28.9103188930736,t/ha,None,"","","","","",grass,8.6
G2016-33,G2016-33,309-Kamerik,001,"",1490.58,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",5.1,"","",1.7715,"","","",7.5,"","",Trailing hose,21.8706812113406,t/ha,None,"","","","","",grass,5.7
G2016-33,G2016-33,Kamerik,002,"",1698.49,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",3.5,"","",1.1725,"","","",7.4,"","",Trailing hose,24.0213365989791,t/ha,None,"","","","","",grass,5.7
G2016-33,G2016-33,Kamerik,003,"",1397.76,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",4.2,"","",1.424,"","","",7.4,"","",Trailing hose,27.4725274725275,t/ha,None,"","","","","",grass,5.8
G2017-20a,G2017-20a,Kamerik,001,"",1274,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",4.9,"","",1.293,"","","",7.2,"","",Trailing hose,24.8037676609105,t/ha,None,"","","","","",grass,6.8
G2017-20a,G2017-20a,310-Kamerik,002,"",1230.32,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",6.8,"","",1.816,"","","",7.2,"","",Trailing hose,21.4578321087197,t/ha,None,"","","","","",grass,6.6
G2017-20b,G2017-20b,Kamerik,001,"",1331.044,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",5.1,"","",1.381,"","","",7.3,"","",Trailing hose,27.0464387353085,t/ha,None,"","","","","",grass,7.9
G2017-20b,G2017-20b,311-Kamerik,002,"",1249.352,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",6.8,"","",1.866,"","","",7.2,"","",Trailing hose,20.6507053256408,t/ha,None,"","","","","",grass,9.3
G2017-25,G2017-25,Kamerik,001,"",1300.52,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",5.6,"","",1.108,"","","",6.9,"","",Trailing hose,19.53064927875,t/ha,None,"","","","","",grass,6.4
G2017-25,G2017-25,312-Kamerik,002,"",1247.22,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",7.4,"","",1.4795,"","","",6.9,"","",Trailing hose,17.3185163804301,t/ha,None,"","","","","",grass,6.7
G2017-35,G2017-35,Kamerik,001,"",1347.84,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",Diluted,"","","",4,"","",1.026,"","","",7.3,"","",Trailing hose,27.4513295346629,t/ha,None,"","","","","",grass,5.6
G2017-35,G2017-35,313-Kamerik,002,"",1291.68,"","",NL,"","","","","","",clay,"",,"","","","","",dairy,"","","",None,"","","",5,"","",1.355,"","","",7.4,"","",Trailing hose,21.9868698129568,t/ha,None,"","","","","",grass,6.3
G2020-21,G2020-21,Wageningen,001,"",1572.612,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",None,"","","",9.36478226083873,"","",2.395,"","","",,"","",Open slot injection,18.1863040597426,t/ha,None,"","","","","",grass,7.6
G2020-21,G2020-21,Wageningen,002,"",1539.9,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",Diluted,"","","",6.20734138022277,"","",1.634,"","","",,"","",Open slot injection,28.1836482888499,t/ha,None,"","","","","",grass,8.2
G2020-22,G2020-22,Wageningen,003,"",1519.02,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",None,"","","",9.35460287060304,"","",2.425,"","","",,"","",Open slot injection,16.5896433226686,t/ha,None,"","","","","",grass,8
G2020-22,G2020-22,Wageningen,004,"",1553.82,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",Diluted,"","","",6.24306708664765,"","",1.674,"","","",,"","",Open slot injection,25.7430075555727,t/ha,None,"","","","","",grass,8.4
G2020-27,G2020-27,Wageningen,001,"",1588.185,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",None,"","","",8.35975530280748,"","",2.195,"","","",,"","",Open slot injection,18.5116973148594,t/ha,None,"","","","","",grass,9.5
G2020-27,G2020-27,Wageningen,002,"",1594.362,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",Diluted,"","","",5.58379282519442,"","",1.528,"","","",,"","",Open slot injection,28.0990139002309,t/ha,None,"","","","","",grass,9
G2020-28,G2020-28,Wageningen,003,"",1628.814,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",None,"","","",8.09013982319614,"","",2.164,"","","",,"","",Open slot injection,17.9271543589385,t/ha,None,"","","","","",grass,9.7
G2020-28,G2020-28,Wageningen,004,"",1612.11,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",Diluted,"","","",5.35492762908826,"","",1.496,"","","",,"","",Open slot injection,28.4099720242415,t/ha,None,"","","","","",grass,10.2
G2021-12,G2021-12,Wageningen,001,"",1565.28,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",None,"","","",5.76729710095512,"","",2.054,"","","",,"","",Open slot injection,18.9103546969232,t/ha,None,"","","","","",grass,
G2021-12,G2021-12,Wageningen,002,"",1543.392,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",Diluted,"","","",4.0024138944822,"","",1.447,"","","",,"","",Open slot injection,27.6015425763513,t/ha,None,"","","","","",grass,
G2021-13,G2021-13,Wageningen,003,"",1537.488,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",None,"","","",5.83112264,"","",2.06,"","","",,"","",Open slot injection,18.4716888847263,t/ha,None,"","","","","",grass,
G2021-13,G2021-13,Wageningen,004,"",1537.272,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",Diluted,"","","",4.183477743,"","",1.471,"","","",,"","",Open slot injection,27.5813258811713,t/ha,None,"","","","","",grass,
G2021-23,G2021-23,Wageningen,001,"",1495.9,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",None,"","","",9.41678028130285,"","",2.67,"","","",,"","",Open slot injection,18.5841299552109,t/ha,None,"","","","","",grass,7
G2021-23,G2021-23,Wageningen,002,"",1587.3,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",Diluted,"","","",6.32743057894727,"","",1.783,"","","",,"","",Open slot injection,28.8540288540289,t/ha,None,"","","","","",grass,7
G2021-29,G2021-29,Wageningen,003,"",1502.3,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",None,"","","",6.13365889636499,"","",1.783,"","","",,"","",Open slot injection,19.0374758703322,t/ha,None,"","","","","",grass,9.8
G2021-29,G2021-29,Wageningen,004,"",1516.5,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",Diluted,"","","",4.1455,"","",1.242,"","","",,"","",Open slot injection,28.3547642598088,t/ha,None,"","","","","",grass,11
G2021-45,G2021-45,Wageningen,001,"",1611.45,"","",NL,"","","","","","",sand,"",,"","","","","",dairy,"","","",None,"","","",6.90586157896611,"","",1.726,"","","",,"","",Open slot injection,17.4997672903286,t/ha,None,"","","","","",grass,7.6
