"institute","proj","exper","field","plot","rep","app.start","uptake","file","treat","meas.tech","meas.tech.det","rep2","cpmid","pub.id","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","soil.samp.z","inst","pid","pmid","eid"
"AU","NUGA","19G","Foulumgård","1","1",2019-05-15 16:48:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing hose","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:1.T:Trailing hose.R:1.R2:.T:2019-05-15 16:48:00.M:Wind tunnelNA","a",0.2,56.5,9.56,"DK","Flat",4,5,89,2,NA,0.164,NA,NA,NA,1.47,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,4.93,NA,2.5,1.55,NA,NA,NA,7.77,2019-05-15 16:48:00,"bsth",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,".",5,NA,"15-05-2019 16:48","15-05-2019 16:48","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:1.T:Trailing hose.R:1.R2:.T:2019-05-15 16:48:00","D:1.I:AU.Pr:NUGA.E:19G","","Pedersen, Johanna",35.6,NA,1.5,1.95,2.53,3.48,4.51,5.11,5.69,NA,6.03,6.03,NA,1.5,1.95,2.53,3.48,4.51,5.11,5.69,NA,6.03,6.03,NA,0.0422,0.0546,0.0708,0.0977,0.126,0.143,0.16,NA,0.169,0.169,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.6,14.3,11.6,11.2,11.9,11.5,11.9,12.3,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,69,65,1.73,0.0124,0.441,1.73,1.73,1.73,112,2019-05-15 16:48:00,2019-05-20 07:44:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Band spread or trailing hose","bsth","None",2019-05-15,"",NA,205,2374,2378,400
"AU","NUGA","19G","Foulumgård","10","3",2019-05-15 18:00:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing hose","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:10.T:Trailing hose.R:3.R2:.T:2019-05-15 18:00:00.M:Wind tunnelNA","a",0.2,56.5,9.56,"DK","Flat",4,5,89,2,NA,0.164,NA,NA,NA,1.47,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,4.93,NA,2.5,1.55,NA,NA,NA,7.77,2019-05-15 18:00:00,"bsth",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,12,NA,"15-05-2019 18:00","15-05-2019 18:00","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:10.T:Trailing hose.R:3.R2:.T:2019-05-15 18:00:00","D:1.I:AU.Pr:NUGA.E:19G","","Pedersen, Johanna",35.6,NA,1.85,2.33,2.78,3.84,4.56,5.02,5.43,NA,5.52,5.52,NA,1.85,2.33,2.78,3.84,4.56,5.02,5.43,NA,5.52,5.52,NA,0.0518,0.0652,0.078,0.108,0.128,0.141,0.152,NA,0.155,0.155,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.4,13.6,10.5,11.5,11.8,11.5,12.1,12.1,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,130,61,1.73,0.0152,0.541,1.73,1.73,1.73,106,2019-05-15 18:00:00,2019-05-20 08:56:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Band spread or trailing hose","bsth","None",2019-05-15,"",NA,205,2375,2379,400
"AU","NUGA","19G","Foulumgård","12","3",2019-05-15 18:16:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing shoe","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:12.T:Trailing shoe.R:3.R2:.T:2019-05-15 18:16:00.M:Wind tunnelNA","a",0.2,56.5,9.56,"DK","Flat",4,5,89,2,NA,0.164,NA,NA,NA,1.47,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,4.93,NA,2.5,1.55,NA,NA,NA,7.77,2019-05-15 18:16:00,"ts",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,13,NA,"15-05-2019 18:16","15-05-2019 18:16","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:12.T:Trailing shoe.R:3.R2:.T:2019-05-15 18:16:00","D:1.I:AU.Pr:NUGA.E:19G","","Pedersen, Johanna",35.6,NA,0.727,1,1.53,2.51,3.17,3.49,3.74,NA,3.78,3.78,NA,0.727,1,1.53,2.51,3.17,3.49,3.74,NA,3.78,3.78,NA,0.0204,0.0282,0.043,0.0704,0.089,0.0978,0.105,NA,0.106,0.106,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.4,13.4,10.4,11.5,11.8,11.5,12.1,12.1,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,190,60,1.73,0.0057,0.203,1.73,1.73,1.73,104,2019-05-15 18:16:00,2019-05-20 07:28:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Trailing shoe","ts","None",2019-05-15,"",NA,205,2376,2380,400
"AU","NUGA","19G","Foulumgård","2","1",2019-05-15 16:56:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing shoe","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:2.T:Trailing shoe.R:1.R2:.T:2019-05-15 16:56:00.M:Wind tunnelNA","a",0.2,56.5,9.56,"DK","Flat",4,5,89,2,NA,0.164,NA,NA,NA,1.47,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,4.93,NA,2.5,1.55,NA,NA,NA,7.77,2019-05-15 16:56:00,"ts",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,6,NA,"15-05-2019 16:56","15-05-2019 16:56","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:2.T:Trailing shoe.R:1.R2:.T:2019-05-15 16:56:00","D:1.I:AU.Pr:NUGA.E:19G","","Pedersen, Johanna",35.6,NA,0.849,1.14,1.53,2.08,2.71,3.05,3.33,NA,3.47,3.47,NA,0.849,1.14,1.53,2.08,2.71,3.05,3.33,NA,3.47,3.47,NA,0.0238,0.032,0.0429,0.0582,0.076,0.0855,0.0933,NA,0.0974,0.0974,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.5,14.2,11.5,11.3,11.9,11.5,11.9,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,255,65,1.73,0.00623,0.222,1.73,1.73,1.73,112,2019-05-15 16:56:00,2019-05-20 07:52:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Trailing shoe","ts","None",2019-05-15,"",NA,205,2377,2381,400
"AU","NUGA","19G","Foulumgård","4","1",2019-05-15 17:12:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","NUGA","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:4.T:NUGA.R:1.R2:.T:2019-05-15 17:12:00.M:Wind tunnelNA","a",0.2,56.5,9.56,"DK","Flat",4,5,89,2,NA,0.164,NA,NA,NA,1.47,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,4.93,NA,2.5,1.55,NA,NA,NA,7.77,2019-05-15 17:12:00,"ts",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,7,NA,"15-05-2019 17:12","15-05-2019 17:12","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:4.T:NUGA.R:1.R2:.T:2019-05-15 17:12:00","D:1.I:AU.Pr:NUGA.E:19G","","Pedersen, Johanna",35.6,NA,1.02,1.35,1.72,2.4,3.03,3.39,3.65,NA,3.8,3.8,NA,1.02,1.35,1.72,2.4,3.03,3.39,3.65,NA,3.8,3.8,NA,0.0285,0.0378,0.0482,0.0674,0.085,0.095,0.102,NA,0.107,0.107,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.4,14,11.3,11.3,11.9,11.5,11.9,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,320,65,1.73,0.00783,0.279,1.73,1.73,1.73,112,2019-05-15 17:12:00,2019-05-20 08:08:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","NUGA","ts","None",2019-05-15,"",NA,205,2378,2382,400
"AU","NUGA","19G","Foulumgård","5","2",2019-05-15 17:20:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","NUGA","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:5.T:NUGA.R:2.R2:.T:2019-05-15 17:20:00.M:Wind tunnelNA","a",0.2,56.5,9.56,"DK","Flat",4,5,89,2,NA,0.164,NA,NA,NA,1.47,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,4.93,NA,2.5,1.55,NA,NA,NA,7.77,2019-05-15 17:20:00,"ts",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,8,NA,"15-05-2019 17:20","15-05-2019 17:20","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:5.T:NUGA.R:2.R2:.T:2019-05-15 17:20:00","D:1.I:AU.Pr:NUGA.E:19G","","Pedersen, Johanna",35.6,NA,1.22,1.59,2.01,2.83,3.57,4.05,4.39,NA,4.57,4.57,NA,1.22,1.59,2.01,2.83,3.57,4.05,4.39,NA,4.57,4.57,NA,0.0343,0.0446,0.0563,0.0794,0.1,0.114,0.123,NA,0.128,0.128,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.3,13.9,11.1,11.3,11.8,11.5,11.9,12.3,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,385,65,1.73,0.00924,0.329,1.73,1.73,1.73,112,2019-05-15 17:20:00,2019-05-20 08:16:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","NUGA","ts","None",2019-05-15,"",NA,205,2379,2383,400
"AU","NUGA","19G","Foulumgård","6","2",2019-05-15 17:28:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing hose","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:6.T:Trailing hose.R:2.R2:.T:2019-05-15 17:28:00.M:Wind tunnelNA","a",0.2,56.5,9.56,"DK","Flat",4,5,89,2,NA,0.164,NA,NA,NA,1.47,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,4.93,NA,2.5,1.55,NA,NA,NA,7.77,2019-05-15 17:28:00,"bsth",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,9,NA,"15-05-2019 17:28","15-05-2019 17:28","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:6.T:Trailing hose.R:2.R2:.T:2019-05-15 17:28:00","D:1.I:AU.Pr:NUGA.E:19G","","Pedersen, Johanna",35.6,NA,2.12,2.66,3.18,4.21,5.02,5.59,6.04,NA,6.25,6.25,NA,2.12,2.66,3.18,4.21,5.02,5.59,6.04,NA,6.25,6.25,NA,0.0594,0.0746,0.0892,0.118,0.141,0.157,0.169,NA,0.175,0.175,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.2,13.7,10.9,11.3,11.8,11.5,11.9,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,450,65,1.73,0.0168,0.6,1.73,1.73,1.73,112,2019-05-15 17:28:00,2019-05-20 08:24:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Band spread or trailing hose","bsth","None",2019-05-15,"",NA,205,2380,2384,400
"AU","NUGA","19G","Foulumgård","8","3",2019-05-15 17:44:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","NUGA","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:8.T:NUGA.R:3.R2:.T:2019-05-15 17:44:00.M:Wind tunnelNA","a",0.2,56.5,9.56,"DK","Flat",4,5,89,2,NA,0.164,NA,NA,NA,1.47,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,4.93,NA,2.5,1.55,NA,NA,NA,7.77,2019-05-15 17:44:00,"ts",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,10,NA,"15-05-2019 17:44","15-05-2019 17:44","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:8.T:NUGA.R:3.R2:.T:2019-05-15 17:44:00","D:1.I:AU.Pr:NUGA.E:19G","","Pedersen, Johanna",35.6,NA,1.18,1.58,2.01,2.91,3.62,4.04,4.34,NA,4.48,4.48,NA,1.18,1.58,2.01,2.91,3.62,4.04,4.34,NA,4.48,4.48,NA,0.033,0.0443,0.0563,0.0816,0.101,0.113,0.122,NA,0.126,0.126,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.4,13.8,10.8,11.4,11.8,11.5,11.9,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,515,65,1.73,0.00844,0.301,1.73,1.73,1.73,112,2019-05-15 17:44:00,2019-05-20 08:40:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","NUGA","ts","None",2019-05-15,"",NA,205,2381,2385,400
