"institute","proj","exper","field","plot","rep","app.start","uptake","file","treat","meas.tech","meas.tech.det","rep2","cpmid","pub.id","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","acid","meas.tech.orig","meas.tech2","crop.orig","man.source.orig","app.method.orig","app.method2","incorp.orig","date.start","flag.int","soil.samp.z","inst","pid","pmid","eid"
"AU","NUGA","19G","Foulumgård","9","2",2019-05-15 17:52:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing shoe","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:9.T:Trailing shoe.R:2.R2:.T:2019-05-15 17:52:00.M:Wind tunnelNA","a",0.2,56.5,9.56,"DK","Flat",4,5,89,2,NA,0.164,NA,NA,NA,1.47,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,4.93,NA,2.5,1.55,NA,NA,NA,7.77,2019-05-15 17:52:00,"ts",23,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,11,NA,"15-05-2019 17:52","15-05-2019 17:52","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:19G.F:Foulumgård.P:9.T:Trailing shoe.R:2.R2:.T:2019-05-15 17:52:00","D:1.I:AU.Pr:NUGA.E:19G","","Pedersen, Johanna",35.6,NA,0.806,1.08,1.36,2.06,2.6,2.92,3.13,NA,3.23,3.23,NA,0.806,1.08,1.36,2.06,2.6,2.92,3.13,NA,3.23,3.23,NA,0.0226,0.0303,0.0382,0.0577,0.0728,0.0819,0.0877,NA,0.0905,0.0905,NA,0,0,0,0,0,0,0,NA,0,0,NA,14.5,13.7,10.7,11.4,11.8,11.5,11.9,12.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,580,65,1.73,0.00507,0.181,1.73,1.73,1.73,112,2019-05-15 17:52:00,2019-05-20 08:48:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Trailing shoe","ts","None",2019-05-15,"",NA,205,2382,2386,400
"AU","NUGA","20A","Flakkebjerg","1","1",2020-04-17 13:04:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing hose","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:1.T:Trailing hose.R:1.R2:.T:2020-04-17 13:04:00.M:Wind tunnelNA","a",0.2,55.3,11.4,"DK","Flat",19,18,61,2,NA,0.15,NA,NA,6.52,1.7,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,3.27,NA,4.16,3.52,NA,NA,NA,7.82,2020-04-17 13:04:00,"bsth",30,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,14,NA,"17-04-2020 13:04","17-04-2020 13:04","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:1.T:Trailing hose.R:1.R2:.T:2020-04-17 13:04:00","D:1.I:AU.Pr:NUGA.E:20A","","Pedersen, Johanna",106,NA,10.4,13,16.7,19.9,25.6,29.1,31.9,NA,33.6,33.6,NA,10.4,13,16.7,19.9,25.6,29.1,31.9,NA,33.6,33.6,NA,0.0982,0.123,0.158,0.188,0.242,0.276,0.302,NA,0.318,0.318,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.7,10.3,7.02,5.69,6.2,6.45,7.04,7.34,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,648,68,1.73,0.0324,3.42,1.73,1.73,1.73,118,2020-04-17 13:04:00,2020-04-22 09:11:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Band spread or trailing hose","bsth","None",2020-04-17,"",NA,205,2383,2387,401
"AU","NUGA","20A","Flakkebjerg","10","3",2020-04-17 14:16:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing hose","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:10.T:Trailing hose.R:3.R2:.T:2020-04-17 14:16:00.M:Wind tunnelNA","a",0.2,55.3,11.4,"DK","Flat",19,18,61,2,NA,0.15,NA,NA,6.52,1.7,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,3.27,NA,4.16,3.52,NA,NA,NA,7.82,2020-04-17 14:16:00,"bsth",30,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,21,NA,"17-04-2020 14:16","17-04-2020 14:16","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:10.T:Trailing hose.R:3.R2:.T:2020-04-17 14:16:00","D:1.I:AU.Pr:NUGA.E:20A","","Pedersen, Johanna",106,NA,11.3,13.1,15.7,18.7,23,25.7,27.9,NA,29.2,29.2,NA,11.3,13.1,15.7,18.7,23,25.7,27.9,NA,29.2,29.2,NA,0.107,0.124,0.149,0.177,0.218,0.243,0.264,NA,0.277,0.277,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.1,8.75,5.55,5.96,6.37,6.55,7.13,7.26,7.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,715,67,1.73,0.041,4.33,1.73,1.73,1.73,116,2020-04-17 14:16:00,2020-04-22 08:39:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Band spread or trailing hose","bsth","None",2020-04-17,"",NA,205,2384,2388,401
"AU","NUGA","20A","Flakkebjerg","12","3",2020-04-17 14:32:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing shoe","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:12.T:Trailing shoe.R:3.R2:.T:2020-04-17 14:32:00.M:Wind tunnelNA","a",0.2,55.3,11.4,"DK","Flat",19,18,61,2,NA,0.15,NA,NA,6.52,1.7,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,3.27,NA,4.16,3.52,NA,NA,NA,7.82,2020-04-17 14:32:00,"ts",30,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,22,NA,"17-04-2020 14:32","17-04-2020 14:32","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:12.T:Trailing shoe.R:3.R2:.T:2020-04-17 14:32:00","D:1.I:AU.Pr:NUGA.E:20A","","Pedersen, Johanna",106,NA,8.41,10.1,12.5,16,20.3,23.1,25.3,NA,26.6,26.6,NA,8.41,10.1,12.5,16,20.3,23.1,25.3,NA,26.6,26.6,NA,0.0796,0.0953,0.119,0.151,0.193,0.219,0.24,NA,0.252,0.252,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.1,8.75,5.37,5.88,6.28,6.56,7.13,7.28,7.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,782,67,1.73,0.0277,2.93,1.73,1.73,1.73,116,2020-04-17 14:32:00,2020-04-22 08:55:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Trailing shoe","ts","None",2020-04-17,"",NA,205,2385,2389,401
"AU","NUGA","20A","Flakkebjerg","2","1",2020-04-17 13:12:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","NUGA","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:2.T:NUGA.R:1.R2:.T:2020-04-17 13:12:00.M:Wind tunnelNA","a",0.2,55.3,11.4,"DK","Flat",19,18,61,2,NA,0.15,NA,NA,6.52,1.7,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,3.27,NA,4.16,3.52,NA,NA,NA,7.82,2020-04-17 13:12:00,"ts",30,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,15,NA,"17-04-2020 13:12","17-04-2020 13:12","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:2.T:NUGA.R:1.R2:.T:2020-04-17 13:12:00","D:1.I:AU.Pr:NUGA.E:20A","","Pedersen, Johanna",106,NA,6.13,8.18,11.9,15.8,22.5,26.4,29.5,NA,31.5,31.5,NA,6.13,8.18,11.9,15.8,22.5,26.4,29.5,NA,31.5,31.5,NA,0.058,0.0775,0.113,0.15,0.213,0.25,0.28,NA,0.298,0.298,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.7,10.3,7.02,5.69,6.33,6.6,7.19,7.45,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783,850,68,1.73,0.0178,1.88,1.73,1.73,1.73,118,2020-04-17 13:12:00,2020-04-22 09:19:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","NUGA","ts","None",2020-04-17,"",NA,205,2386,2390,401
"AU","NUGA","20A","Flakkebjerg","4","1",2020-04-17 13:28:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing shoe","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:4.T:Trailing shoe.R:1.R2:.T:2020-04-17 13:28:00.M:Wind tunnelNA","a",0.2,55.3,11.4,"DK","Flat",19,18,61,2,NA,0.15,NA,NA,6.52,1.7,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,3.27,NA,4.16,3.52,NA,NA,NA,7.82,2020-04-17 13:28:00,"ts",30,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,16,NA,"17-04-2020 13:28","17-04-2020 13:28","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:4.T:Trailing shoe.R:1.R2:.T:2020-04-17 13:28:00","D:1.I:AU.Pr:NUGA.E:20A","","Pedersen, Johanna",106,NA,7.07,8.97,11.7,14.7,19.9,22.9,25.4,NA,27,27,NA,7.07,8.97,11.7,14.7,19.9,22.9,25.4,NA,27,27,NA,0.067,0.0849,0.111,0.14,0.188,0.216,0.24,NA,0.256,0.256,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.1,9.88,6.82,6.14,6.53,6.73,7.27,7.49,7.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,918,68,1.73,0.0209,2.21,1.73,1.73,1.73,118,2020-04-17 13:28:00,2020-04-22 09:35:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Trailing shoe","ts","None",2020-04-17,"",NA,205,2387,2391,401
"AU","NUGA","20A","Flakkebjerg","5","2",2020-04-17 13:36:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing hose","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:5.T:Trailing hose.R:2.R2:.T:2020-04-17 13:36:00.M:Wind tunnelNA","a",0.2,55.3,11.4,"DK","Flat",19,18,61,2,NA,0.15,NA,NA,6.52,1.7,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,3.27,NA,4.16,3.52,NA,NA,NA,7.82,2020-04-17 13:36:00,"bsth",30,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,17,NA,"17-04-2020 13:36","17-04-2020 13:36","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:5.T:Trailing hose.R:2.R2:.T:2020-04-17 13:36:00","D:1.I:AU.Pr:NUGA.E:20A","","Pedersen, Johanna",106,NA,12.7,15.5,19.3,23.2,29.1,32.6,35.4,NA,37.2,37.2,NA,12.7,15.5,19.3,23.2,29.1,32.6,35.4,NA,37.2,37.2,NA,0.121,0.146,0.182,0.219,0.275,0.308,0.335,NA,0.353,0.353,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.1,8.75,6.25,5.87,6.31,6.52,7.09,7.35,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,919,986,68,1.73,0.043,4.55,1.73,1.73,1.73,118,2020-04-17 13:36:00,2020-04-22 09:43:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Band spread or trailing hose","bsth","None",2020-04-17,"",NA,205,2388,2392,401
"AU","NUGA","20A","Flakkebjerg","6","2",2020-04-17 13:44:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","NUGA","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:6.T:NUGA.R:2.R2:.T:2020-04-17 13:44:00.M:Wind tunnelNA","a",0.2,55.3,11.4,"DK","Flat",19,18,61,2,NA,0.15,NA,NA,6.52,1.7,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,3.27,NA,4.16,3.52,NA,NA,NA,7.82,2020-04-17 13:44:00,"ts",30,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,18,NA,"17-04-2020 13:44","17-04-2020 13:44","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:6.T:NUGA.R:2.R2:.T:2020-04-17 13:44:00","D:1.I:AU.Pr:NUGA.E:20A","","Pedersen, Johanna",106,NA,8.34,10.7,14.6,18.4,25.5,29.8,33,NA,35.1,35.1,NA,8.34,10.7,14.6,18.4,25.5,29.8,33,NA,35.1,35.1,NA,0.079,0.102,0.138,0.174,0.241,0.282,0.313,NA,0.333,0.333,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.1,8.75,6.25,6.12,6.45,6.63,7.17,7.42,7.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,987,1050,68,1.73,0.0237,2.5,1.73,1.73,1.73,118,2020-04-17 13:44:00,2020-04-22 09:51:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","NUGA","ts","None",2020-04-17,"",NA,205,2389,2393,401
"AU","NUGA","20A","Flakkebjerg","8","2",2020-04-17 14:00:00,3,"../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx","Trailing shoe","Wind tunnel",NA,NA,"D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:8.T:Trailing shoe.R:2.R2:.T:2020-04-17 14:00:00.M:Wind tunnelNA","a",0.2,55.3,11.4,"DK","Flat",19,18,61,2,NA,0.15,NA,NA,6.52,1.7,"Yes","No","pig",NA,NA,"Slurry","None",NA,NA,3.27,NA,4.16,3.52,NA,NA,NA,7.82,2020-04-17 14:00:00,"ts",30,"t/ha","none",NA,NA,NA,NA,NA,"cereal",NA,NA,NA,NA,19,NA,"17-04-2020 14:00","17-04-2020 14:00","D:1.I:AU.Pr:NUGA.F:../../data-submitted/03/AU/ALFAM2_template_6_1_230726_JP_19G20AB.xlsx.E:20A.F:Flakkebjerg.P:8.T:Trailing shoe.R:2.R2:.T:2020-04-17 14:00:00","D:1.I:AU.Pr:NUGA.E:20A","","Pedersen, Johanna",106,NA,8.33,10.1,12.5,15.1,19.8,22.7,24.9,NA,26.4,26.4,NA,8.33,10.1,12.5,15.1,19.8,22.7,24.9,NA,26.4,26.4,NA,0.0789,0.0952,0.119,0.143,0.187,0.215,0.236,NA,0.25,0.25,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.1,8.75,5.79,6,6.38,6.54,7.08,7.24,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,NA,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060,1120,67,1.73,0.0271,2.86,1.73,1.73,1.73,116,2020-04-17 14:00:00,2020-04-22 08:23:00,2,NA,0.25,NA,NA,"McCollough, M. R., Pedersen, J., Nyord, T., Sørensen, P., Melander, B. 2022. Ammonia emissions, exposed surface area, and crop and weed responses resulting from three post-emergence slurry application stretegies in cereals. Agronomy 12, 2441. https://doi.org/10.3390/agronomy12102441.",NA,NA,FALSE,"Wind tunnel","wt","Cereal","Pig","Trailing shoe","ts","None",2020-04-17,"",NA,205,2390,2394,401
